ID,°×³ãµÆ,Time,AcPower,×Ü
2.02E+11,80482,1690371609,540091,620573
2.02E+11,80795,1690371610,540362,621157
2.02E+11,80306,1690371611,540704,621010
2.02E+11,80428,1690371612,540034,620462
2.02E+11,80820,1690371613,541230,622050
2.02E+11,80961,1690371614,540480,621441
2.02E+11,80894,1690371615,540650,621544
2.02E+11,80931,1690371616,540825,621756
2.02E+11,80996,1690371617,540892,621888
2.02E+11,80849,1690371618,539552,620401
2.02E+11,80425,1690371619,540455,620880
2.02E+11,80885,1690371620,538725,619610
2.02E+11,80633,1690371621,540108,620741
2.02E+11,81042,1690371622,539734,620776
2.02E+11,80639,1690371623,539768,620407
2.02E+11,81052,1690371624,540022,621074
2.02E+11,80987,1690371625,539954,620941
2.02E+11,80909,1690371626,540563,621472
2.02E+11,80578,1690371627,540414,620992
2.02E+11,81297,1690371628,540033,621330
2.02E+11,80996,1690371629,540235,621231
2.02E+11,81148,1690371630,540292,621440
2.02E+11,81077,1690371631,539744,620821
2.02E+11,80995,1690371632,539499,620494
2.02E+11,80635,1690371633,538184,618819
2.02E+11,80908,1690371634,538154,619062
2.02E+11,81087,1690371635,539806,620893
2.02E+11,80873,1690371636,539101,619974
2.02E+11,80287,1690371637,539787,620074
2.02E+11,80705,1690371638,540304,621009
2.02E+11,80850,1690371639,539662,620512
2.02E+11,80684,1690371640,539733,620417
2.02E+11,80819,1690371641,540454,621273
2.02E+11,80614,1690371642,540070,620684
2.02E+11,80888,1690371643,540652,621540
2.02E+11,80919,1690371644,540245,621164
2.02E+11,80440,1690371645,539986,620426
2.02E+11,80465,1690371646,539813,620278
2.02E+11,80946,1690371647,539327,620273
2.02E+11,80951,1690371648,539713,620664
2.02E+11,80844,1690371649,539621,620465
2.02E+11,80751,1690371650,539285,620036
2.02E+11,80719,1690371651,539640,620359
2.02E+11,80654,1690371652,539370,620024
2.02E+11,80865,1690371653,540337,621202
2.02E+11,81278,1690371654,539813,621091
2.02E+11,81080,1690371655,540205,621285
2.02E+11,80822,1690371656,539957,620779
2.02E+11,81021,1690371657,539849,620870
2.02E+11,80785,1690371658,539516,620301
2.02E+11,80662,1690371659,539340,620002
2.02E+11,80665,1690371660,538915,619580
2.02E+11,81183,1690371661,539114,620297
2.02E+11,80859,1690371662,538095,618954
2.02E+11,80976,1690371663,538583,619559
2.02E+11,80893,1690371664,539754,620647
2.02E+11,80700,1690371665,539038,619738
2.02E+11,81207,1690371666,539635,620842
2.02E+11,81012,1690371667,540149,621161
2.02E+11,81029,1690371668,540796,621825
2.02E+11,80948,1690371669,539925,620873
2.02E+11,80921,1690371670,539967,620888
2.02E+11,80640,1690371671,540080,620720
2.02E+11,80859,1690371672,539839,620698
2.02E+11,81102,1690371673,540121,621223
2.02E+11,80748,1690371674,539230,619978
2.02E+11,80686,1690371675,539275,619961
2.02E+11,80642,1690371676,539606,620248
2.02E+11,80873,1690371677,538975,619848
2.02E+11,80715,1690371678,538590,619305
2.02E+11,80728,1690371679,538852,619580
2.02E+11,80513,1690371680,539487,620000
2.02E+11,80831,1690371681,538670,619501
2.02E+11,80481,1690371682,540144,620625
2.02E+11,80545,1690371683,539683,620228
2.02E+11,80722,1690371684,539537,620259
2.02E+11,80994,1690371685,539699,620693
2.02E+11,80770,1690371686,540812,621582
2.02E+11,80672,1690371687,539785,620457
2.02E+11,80601,1690371688,539286,619887
2.02E+11,80810,1690371689,539401,620211
2.02E+11,80588,1690371690,538943,619531
2.02E+11,80663,1690371691,539648,620311
2.02E+11,80565,1690371692,539413,619978
2.02E+11,81400,1690371693,539893,621293
2.02E+11,80693,1690371694,538750,619443
2.02E+11,80991,1690371695,539174,620165
2.02E+11,80918,1690371696,539267,620185
2.02E+11,80951,1690371697,539830,620781
2.02E+11,81133,1690371698,540758,621891
2.02E+11,80818,1690371699,540383,621201
2.02E+11,81094,1690371700,540238,621332
2.02E+11,80927,1690371701,540371,621298
2.02E+11,80969,1690371702,540114,621083
2.02E+11,80854,1690371703,539639,620493
2.02E+11,80847,1690371704,539693,620540
2.02E+11,80364,1690371705,538987,619351
2.02E+11,80706,1690371706,538512,619218
2.02E+11,80716,1690371707,538132,618848
2.02E+11,80888,1690371708,538184,619072
2.02E+11,80403,1690371709,539106,619509
2.02E+11,80451,1690371710,539789,620240
2.02E+11,80555,1690371711,539264,619819
2.02E+11,80109,1690371712,539216,619325
2.02E+11,80630,1690371712,539345,619975
2.02E+11,80885,1690371713,540373,621258
2.02E+11,80728,1690371715,540039,620767
2.02E+11,80650,1690371716,540175,620825
2.02E+11,80593,1690371717,540062,620655
2.02E+11,80369,1690371718,539037,619406
2.02E+11,80158,1690371719,539034,619192
2.02E+11,80785,1690371720,538938,619723
2.02E+11,80258,1690371721,538772,619030
2.02E+11,80512,1690371722,538627,619139
2.02E+11,80912,1690371723,538269,619181
2.02E+11,80730,1690371724,538516,619246
2.02E+11,80306,1690371725,539262,619568
2.02E+11,81047,1690371726,538909,619956
2.02E+11,80830,1690371727,539600,620430
2.02E+11,80975,1690371728,539895,620870
2.02E+11,80653,1690371729,540000,620653
2.02E+11,80923,1690371730,539642,620565
2.02E+11,81079,1690371731,540498,621577
2.02E+11,80778,1690371732,540099,620877
2.02E+11,80285,1690371733,539367,619652
2.02E+11,80969,1690371734,539350,620319
2.02E+11,80679,1690371735,539404,620083
2.02E+11,80762,1690371736,539062,619824
2.02E+11,80414,1690371737,538759,619173
2.02E+11,80784,1690371738,539956,620740
2.02E+11,80529,1690371739,539612,620141
2.02E+11,80557,1690371740,540063,620620
2.02E+11,80904,1690371741,539351,620255
2.02E+11,80426,1690371742,539354,619780
2.02E+11,80505,1690371743,540153,620658
2.02E+11,80796,1690371744,539943,620739
2.02E+11,80684,1690371745,540947,621631
2.02E+11,80625,1690371746,539162,619787
2.02E+11,80723,1690371747,539279,620002
2.02E+11,80587,1690371748,539540,620127
2.02E+11,80710,1690371749,538872,619582
2.02E+11,80686,1690371750,539215,619901
2.02E+11,80809,1690371751,538761,619570
2.02E+11,80635,1690371752,538533,619168
2.02E+11,80878,1690371753,539376,620254
2.02E+11,81115,1690371754,539332,620447
2.02E+11,81118,1690371755,540111,621229
2.02E+11,80917,1690371756,539722,620639
2.02E+11,80866,1690371757,540332,621198
2.02E+11,81377,1690371758,538908,620285
2.02E+11,81160,1690371759,539901,621061
2.02E+11,80896,1690371760,540550,621446
2.02E+11,81184,1690371761,540680,621864
2.02E+11,80973,1690371762,540613,621586
2.02E+11,81088,1690371763,539629,620717
2.02E+11,80976,1690371764,540390,621366
2.02E+11,80635,1690371765,539674,620309
2.02E+11,80684,1690371766,539742,620426
2.02E+11,80831,1690371767,539603,620434
2.02E+11,80674,1690371768,539377,620051
2.02E+11,80634,1690371769,539422,620056
2.02E+11,80896,1690371770,538788,619684
2.02E+11,80454,1690371771,538792,619246
2.02E+11,80674,1690371772,539310,619984
2.02E+11,80702,1690371773,539170,619872
2.02E+11,80492,1690371774,539179,619671
2.02E+11,80676,1690371775,539752,620428
2.02E+11,80428,1690371776,538795,619223
2.02E+11,80352,1690371777,538595,618947
2.02E+11,80333,1690371778,539444,619777
2.02E+11,80551,1690371779,539261,619812
2.02E+11,80902,1690371780,539634,620536
2.02E+11,80216,1690371781,539002,619218
2.02E+11,80505,1690371782,539541,620046
2.02E+11,80853,1690371783,538983,619836
2.02E+11,81326,1690371784,538459,619785
2.02E+11,81007,1690371786,539144,620151
2.02E+11,80813,1690371787,539191,620004
2.02E+11,81125,1690371788,538322,619447
2.02E+11,80846,1690371789,538664,619510
2.02E+11,81134,1690371790,538496,619630
2.02E+11,81006,1690371791,538466,619472
2.02E+11,81344,1690371792,538843,620187
2.02E+11,81033,1690371793,539357,620390
2.02E+11,80862,1690371794,539867,620729
2.02E+11,80349,1690371795,539793,620142
2.02E+11,80587,1690371796,539905,620492
2.02E+11,80978,1690371797,539168,620146
2.02E+11,81138,1690371798,539581,620719
2.02E+11,80484,1690371799,539757,620241
2.02E+11,80691,1690371800,539281,619972
2.02E+11,80926,1690371801,539081,620007
2.02E+11,80715,1690371802,539177,619892
2.02E+11,80676,1690371803,539355,620031
2.02E+11,81177,1690371804,539453,620630
2.02E+11,80739,1690371806,539146,619885
2.02E+11,81025,1690371807,538510,619535
2.02E+11,80457,1690371808,539095,619552
2.02E+11,81138,1690371809,538429,619567
2.02E+11,80523,1690371810,539926,620449
2.02E+11,80695,1690371811,539391,620086
2.02E+11,80150,1690371812,538947,619097
2.02E+11,80585,1690371813,538597,619182
2.02E+11,80245,1690371814,538729,618974
2.02E+11,80849,1690371816,539364,620213
2.02E+11,80933,1690371817,539475,620408
2.02E+11,80518,1690371818,540047,620565
2.02E+11,80962,1690371819,539109,620071
2.02E+11,81087,1690371820,539408,620495
2.02E+11,80755,1690371821,539558,620313
2.02E+11,80404,1690371822,539495,619899
2.02E+11,81143,1690371823,540144,621287
2.02E+11,80540,1690371824,538893,619433
2.02E+11,81093,1690371825,539069,620162
2.02E+11,81577,1690371826,539340,620917
2.02E+11,80974,1690371827,538664,619638
2.02E+11,81124,1690371828,538429,619553
2.02E+11,81063,1690371829,539066,620129
2.02E+11,81069,1690371830,539773,620842
2.02E+11,80905,1690371831,540161,621066
2.02E+11,80608,1690371832,539292,619900
2.02E+11,81170,1690371833,540095,621265
2.02E+11,81117,1690371834,539151,620268
2.02E+11,80826,1690371835,539368,620194
2.02E+11,81180,1690371836,539549,620729
2.02E+11,80910,1690371837,539779,620689
2.02E+11,80739,1690371838,0,80739
2.02E+11,81023,1690371839,0,81023
2.02E+11,80807,1690371840,0,80807
2.02E+11,80738,1690371841,0,80738
2.02E+11,80490,1690371842,0,80490
2.02E+11,80923,1690371843,0,80923
2.02E+11,80504,1690371844,0,80504
2.02E+11,80568,1690371845,542094,622662
2.02E+11,81281,1690371846,538211,619492
2.02E+11,81181,1690371847,538596,619777
2.02E+11,80860,1690371848,538409,619269
2.02E+11,80774,1690371849,537895,618669
2.02E+11,81106,1690371850,537586,618692
2.02E+11,80981,1690371851,537894,618875
2.02E+11,80860,1690371852,537961,618821
2.02E+11,80986,1690371853,537527,618513
2.02E+11,80697,1690371854,537263,617960
2.02E+11,80998,1690371855,537408,618406
2.02E+11,80894,1690371856,538320,619214
2.02E+11,80990,1690371857,537050,618040
2.02E+11,80932,1690371858,536210,617142
2.02E+11,81008,1690371859,536640,617648
2.02E+11,81051,1690371860,537368,618419
2.02E+11,80862,1690371861,537965,618827
2.02E+11,80969,1690371862,537037,618006
2.02E+11,80853,1690371863,536828,617681
2.02E+11,81275,1690371864,537829,619104
2.02E+11,81158,1690371865,537965,619123
2.02E+11,80708,1690371866,538403,619111
2.02E+11,81168,1690371867,538574,619742
2.02E+11,80808,1690371868,538310,619118
2.02E+11,81032,1690371869,538034,619066
2.02E+11,80755,1690371870,539176,619931
2.02E+11,81049,1690371871,537664,618713
2.02E+11,80572,1690371872,538338,618910
2.02E+11,80828,1690371873,537001,617829
2.02E+11,80880,1690371874,537485,618365
2.02E+11,80681,1690371875,537503,618184
2.02E+11,80881,1690371876,536731,617612
2.02E+11,80934,1690371877,536865,617799
2.02E+11,80978,1690371878,536785,617763
2.02E+11,80436,1690371879,537274,617710
2.02E+11,80505,1690371880,536416,616921
2.02E+11,80851,1690371881,535883,616734
2.02E+11,80659,1690371882,536030,616689
2.02E+11,80841,1690371883,536490,617331
2.02E+11,80356,1690371884,536883,617239
2.02E+11,80388,1690371885,536891,617279
2.02E+11,80839,1690371886,536340,617179
2.02E+11,80998,1690371887,536200,617198
2.02E+11,80601,1690371888,536259,616860
2.02E+11,80859,1690371889,536591,617450
2.02E+11,81086,1690371890,536705,617791
2.02E+11,80735,1690371891,537295,618030
2.02E+11,80932,1690371892,536997,617929
2.02E+11,81058,1690371893,537194,618252
2.02E+11,81261,1690371894,537029,618290
2.02E+11,80946,1690371895,536948,617894
2.02E+11,80968,1690371896,536114,617082
2.02E+11,81219,1690371897,537021,618240
2.02E+11,81126,1690371898,536106,617232
2.02E+11,81126,1690371899,535766,616892
2.02E+11,80618,1690371900,535696,616314
2.02E+11,81227,1690371901,535450,616677
2.02E+11,80939,1690371902,536110,617049
2.02E+11,81161,1690371903,536403,617564
2.02E+11,81084,1690371904,536287,617371
2.02E+11,80952,1690371905,536907,617859
2.02E+11,81031,1690371906,536801,617832
2.02E+11,81037,1690371907,537507,618544
2.02E+11,80445,1690371908,537210,617655
2.02E+11,80683,1690371909,536427,617110
2.02E+11,80679,1690371910,536674,617353
2.02E+11,80669,1690371911,536516,617185
2.02E+11,80519,1690371912,536316,616835
2.02E+11,80422,1690371913,535953,616375
2.02E+11,80526,1690371914,536462,616988
2.02E+11,80447,1690371915,535936,616383
2.02E+11,80825,1690371916,535714,616539
2.02E+11,80763,1690371917,536005,616768
2.02E+11,80593,1690371918,535807,616400
2.02E+11,80919,1690371919,536331,617250
2.02E+11,81080,1690371920,535842,616922
2.02E+11,80854,1690371921,536527,617381
2.02E+11,80950,1690371922,537395,618345
2.02E+11,80950,1690371923,536813,617763
2.02E+11,80858,1690371924,536638,617496
2.02E+11,80815,1690371925,536293,617108
2.02E+11,80779,1690371926,535399,616178
2.02E+11,80930,1690371927,536434,617364
2.02E+11,80722,1690371928,536432,617154
2.02E+11,80861,1690371929,535673,616534
2.02E+11,81226,1690371930,536158,617384
2.02E+11,80555,1690371931,535051,615606
2.02E+11,81147,1690371932,535938,617085
2.02E+11,80769,1690371933,536040,616809
2.02E+11,81006,1690371934,536011,617017
2.02E+11,81322,1690371935,535561,616883
2.02E+11,81281,1690371936,537081,618362
2.02E+11,81132,1690371937,536782,617914
2.02E+11,80756,1690371938,536207,616963
2.02E+11,80868,1690371939,536558,617426
2.02E+11,80559,1690371940,535306,615865
2.02E+11,80684,1690371941,536020,616704
2.02E+11,80774,1690371942,535672,616446
2.02E+11,80564,1690371943,536707,617271
2.02E+11,80268,1690371944,536867,617135
2.02E+11,80523,1690371945,536350,616873
2.02E+11,80048,1690371946,536645,616693
2.02E+11,80411,1690371947,535664,616075
2.02E+11,80333,1690371948,535818,616151
2.02E+11,80617,1690371949,535086,615703
2.02E+11,80567,1690371950,535009,615576
2.02E+11,80733,1690371951,535728,616461
2.02E+11,80694,1690371952,535243,615937
2.02E+11,80406,1690371953,534585,614991
2.02E+11,80685,1690371954,534258,614943
2.02E+11,81186,1690371955,534888,616074
2.02E+11,80813,1690371956,534881,615694
2.02E+11,80474,1690371957,534939,615413
